,idx,class,conversation
505,505,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
506,506,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
507,507,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
508,508,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
509,509,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
510,510,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
511,511,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
512,512,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
513,513,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
514,514,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
515,515,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
516,516,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
517,517,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
518,518,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
519,519,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
520,520,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
521,521,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
522,522,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
523,523,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
524,524,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
525,525,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
526,526,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
527,527,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
528,528,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
529,529,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
530,530,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
531,531,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
532,532,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
533,533,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
534,534,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
535,535,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
536,536,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
537,537,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
538,538,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
539,539,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
540,540,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
541,541,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
542,542,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
543,543,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
544,544,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
545,545,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
546,546,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
547,547,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
548,548,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
549,549,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
550,550,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
551,551,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
552,552,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
553,553,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
554,554,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
555,555,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
556,556,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
557,557,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
558,558,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
559,559,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
560,560,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
561,561,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
562,562,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
563,563,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
564,564,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
565,565,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
566,566,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
567,567,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
568,568,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
569,569,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
570,570,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
571,571,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
572,572,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
573,573,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
574,574,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
575,575,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
576,576,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
577,577,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
578,578,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
579,579,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
580,580,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
581,581,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
582,582,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
583,583,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
584,584,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
585,585,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
586,586,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
587,587,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
588,588,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
589,589,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
590,590,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
591,591,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
592,592,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
593,593,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
594,594,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
595,595,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
596,596,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
597,597,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
598,598,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
599,599,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
600,600,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
601,601,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
602,602,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
603,603,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
604,604,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
605,605,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
606,606,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
607,607,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
608,608,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
609,609,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
610,610,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
611,611,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
612,612,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
613,613,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
614,614,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
615,615,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
616,616,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
617,617,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
618,618,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
619,619,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
620,620,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
621,621,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
622,622,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
623,623,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
624,624,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
625,625,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
626,626,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
627,627,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
628,628,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
629,629,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
630,630,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
631,631,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
632,632,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
633,633,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
634,634,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
635,635,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
636,636,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
637,637,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
638,638,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
639,639,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
640,640,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
641,641,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
642,642,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
643,643,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
644,644,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
645,645,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
646,646,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
647,647,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
648,648,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
649,649,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
650,650,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
651,651,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
652,652,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
653,653,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
654,654,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
655,655,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
656,656,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
657,657,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
658,658,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
659,659,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
660,660,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
661,661,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
662,662,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
663,663,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
664,664,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
665,665,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
666,666,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
667,667,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
668,668,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
669,669,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
670,670,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
671,671,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
672,672,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
673,673,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
674,674,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
675,675,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
676,676,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
677,677,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
678,678,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
679,679,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
680,680,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
681,681,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
682,682,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
683,683,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
684,684,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
685,685,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
686,686,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
687,687,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
688,688,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
689,689,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
690,690,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
691,691,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
692,692,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
693,693,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
694,694,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
695,695,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
696,696,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
697,697,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
698,698,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
699,699,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
700,700,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
701,701,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
702,702,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
703,703,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
704,704,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
705,705,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
706,706,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
707,707,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
708,708,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
709,709,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
710,710,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
711,711,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
712,712,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
713,713,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
714,714,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
715,715,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
716,716,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
717,717,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
718,718,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
719,719,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
720,720,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
721,721,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
722,722,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
723,723,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
724,724,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
725,725,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
726,726,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
727,727,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
728,728,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
729,729,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
730,730,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
731,731,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
732,732,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
733,733,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
734,734,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
735,735,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
736,736,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
737,737,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
738,738,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
739,739,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
740,740,일반대화,"어제 본 영화가 정말 재미있었어요.
어떤 영화였어요? 저도 궁금하네요."
741,741,일반대화,"주말에 무슨 계획 있어요?
아직은 없는데, 같이 놀러 갈까요?"
742,742,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
743,743,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
744,744,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
745,745,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
746,746,일반대화,"오늘 저녁에 뭐 하세요?
아직 계획이 없어요. 저녁 같이 드실래요?"
747,747,일반대화,"여행 다녀왔는데 정말 좋았어요.
어디로 다녀오셨나요? 여행 얘기 들려주세요."
748,748,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
749,749,일반대화,"이번 주말에 등산 갈 생각이에요.
좋은 생각이네요! 저도 같이 가고 싶어요."
750,750,일반대화,"점심 뭐 먹을까 고민 중이에요.
저는 파스타 먹을 생각인데, 같이 먹을래요?"
751,751,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
752,752,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
753,753,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
754,754,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
755,755,일반대화,"이번 프로젝트 잘 진행되고 있나요?
네, 팀원들과 열심히 준비하고 있어요."
756,756,일반대화,"새로운 취미를 시작했어요.
오, 무슨 취미인가요? 저도 같이 해보고 싶네요."
757,757,일반대화,"안녕하세요, 오늘 날씨가 정말 좋네요.
맞아요, 정말 맑고 따뜻해요."
758,758,일반대화,"지금 읽고 있는 책이 정말 흥미로워요.
어떤 책인가요? 저도 추천해 주세요."
