,idx,class,conversation
664,664,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
665,665,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
666,666,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
667,667,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
668,668,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
669,669,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
670,670,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
671,671,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
672,672,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
673,673,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
674,674,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
675,675,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
676,676,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
677,677,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
678,678,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
679,679,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
680,680,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
681,681,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
682,682,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
683,683,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
684,684,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
685,685,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
686,686,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
687,687,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
688,688,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
689,689,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
690,690,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
691,691,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
692,692,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
693,693,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
694,694,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
695,695,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
696,696,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
697,697,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
698,698,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
699,699,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
700,700,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
701,701,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
702,702,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
703,703,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
704,704,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
705,705,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
706,706,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
707,707,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
708,708,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
709,709,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
710,710,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
711,711,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
712,712,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
713,713,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
714,714,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
715,715,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
716,716,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
717,717,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
718,718,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
719,719,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
720,720,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
721,721,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
722,722,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
723,723,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
724,724,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
725,725,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
726,726,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
727,727,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
728,728,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
729,729,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
730,730,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
731,731,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
732,732,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
733,733,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
734,734,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
735,735,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
736,736,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
737,737,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
738,738,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
739,739,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
740,740,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
741,741,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
742,742,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
743,743,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
744,744,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
745,745,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
746,746,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
747,747,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
748,748,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
749,749,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
750,750,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
751,751,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
752,752,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
753,753,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
754,754,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
755,755,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
756,756,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
757,757,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
758,758,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
759,759,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
760,760,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
761,761,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
762,762,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
763,763,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
764,764,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
765,765,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
766,766,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
767,767,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
768,768,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
769,769,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
770,770,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
771,771,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
772,772,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
773,773,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
774,774,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
775,775,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
776,776,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
777,777,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
778,778,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
779,779,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
780,780,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
781,781,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
782,782,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
783,783,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
784,784,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
785,785,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
786,786,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
787,787,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
788,788,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
789,789,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
790,790,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
791,791,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
792,792,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
793,793,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
794,794,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
795,795,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
796,796,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
797,797,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
798,798,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
799,799,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
800,800,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
801,801,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
802,802,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
803,803,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
804,804,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
805,805,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
806,806,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
807,807,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
808,808,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
809,809,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
810,810,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
811,811,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
812,812,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
813,813,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
814,814,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
815,815,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
816,816,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
817,817,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
818,818,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
819,819,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
820,820,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
821,821,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
822,822,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
823,823,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
824,824,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
825,825,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
826,826,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
827,827,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
828,828,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
829,829,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
830,830,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
831,831,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
832,832,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
833,833,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
834,834,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
835,835,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
836,836,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
837,837,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
838,838,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
839,839,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
840,840,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
841,841,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
842,842,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
843,843,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
844,844,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
845,845,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
846,846,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
847,847,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
848,848,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
849,849,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
850,850,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
851,851,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
852,852,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
853,853,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
854,854,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
855,855,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
856,856,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
857,857,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
858,858,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
859,859,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
860,860,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
861,861,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
862,862,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
863,863,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
864,864,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
865,865,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
866,866,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
867,867,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
868,868,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
869,869,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
870,870,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
871,871,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
872,872,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
873,873,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
874,874,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
875,875,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
876,876,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
877,877,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
878,878,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
879,879,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
880,880,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
881,881,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
882,882,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
883,883,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
884,884,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
885,885,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
886,886,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
887,887,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
888,888,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
889,889,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
890,890,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
891,891,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
892,892,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
893,893,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
894,894,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
895,895,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
896,896,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
897,897,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
898,898,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
899,899,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
900,900,일반대화,"오늘은 좋은 하루였어요?
네, 아주 신났어요."
901,901,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
902,902,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
903,903,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
904,904,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
905,905,일반대화,"오늘은 조용한 하루였어요?
네, 평온했어요."
906,906,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
907,907,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
908,908,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
909,909,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
910,910,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
911,911,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
912,912,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
913,913,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
914,914,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
915,915,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
916,916,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
917,917,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
918,918,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 산책 하려고 해요."
919,919,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
920,920,일반대화,"오늘 기분이 어때요?
괜찮아요, 조금 피곤하긴 하지만요."
921,921,일반대화,"요즘 무슨 취미가 생겼나요?
요즘 사진 찍는 게 재밌더라고요."
922,922,일반대화,"최근에 읽은 책 중에서 추천할 만한 게 있나요?
네, 한 권 있는데 정말 감동적이었어요."
923,923,일반대화,"점심 메뉴로 뭐가 좋을까요?
아마 비빔밥이 괜찮지 않을까요?"
924,924,일반대화,"여름휴가는 어디로 가세요?
아직 계획 없지만 해변가가 좋을 것 같아요."
925,925,일반대화,"오늘 일이 많았어요?
네, 좀 바빴지만 그래도 보람 있었어요."
926,926,일반대화,"다음 주에 같이 산책할까요?
좋아요! 요즘 날씨가 산책하기 딱이네요."
927,927,일반대화,"이번 주말에는 특별한 계획 있나요?
아니요, 그냥 집에서 쉬려고요."
928,928,일반대화,"새로 생긴 카페에 가봤어요?
네, 분위기가 정말 좋더라고요."
929,929,일반대화,"올해 목표는 뭐예요?
건강하게 지내는 게 가장 큰 목표에요."
930,930,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
931,931,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
932,932,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
933,933,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
934,934,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
935,935,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
936,936,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
937,937,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
938,938,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
939,939,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
940,940,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
941,941,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
942,942,일반대화,"최근에 다녀온 여행 어땠어요?
정말 모험 같았어요."
943,943,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
944,944,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
945,945,일반대화,"오늘은 좋은 하루였어요?
네, 정말 바빴어요."
946,946,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
947,947,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
948,948,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 산책 하려고 해요."
949,949,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
950,950,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
951,951,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
952,952,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
953,953,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
954,954,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
955,955,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
956,956,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
957,957,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
958,958,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
959,959,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
960,960,일반대화,"오늘은 좋은 하루였어요?
네, 평온했어요."
961,961,일반대화,"다음에 영화 같이 볼래요?
네, 액션 장르 좋아해요."
962,962,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
963,963,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
964,964,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
965,965,일반대화,"오늘은 조용한 하루였어요?
네, 아주 신났어요."
966,966,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
967,967,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
968,968,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
969,969,일반대화,"저녁에 뭐 드실 건가요?
중식 생각 중이에요."
970,970,일반대화,"오늘은 바쁜 하루였어요?
네, 아주 신났어요."
971,971,일반대화,"다음에 영화 같이 볼래요?
네, 로맨스 장르 좋아해요."
972,972,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
973,973,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
974,974,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
975,975,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
976,976,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
977,977,일반대화,"최근에 다녀온 여행 어땠어요?
정말 재미있었어요."
978,978,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
979,979,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
980,980,일반대화,"오늘은 바쁜 하루였어요?
네, 평온했어요."
981,981,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
982,982,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
983,983,일반대화,"이제 곧 주말이네요. 특별한 계획은요?
네, 요리 하려고 해요."
984,984,일반대화,"저녁에 뭐 드실 건가요?
한식 생각 중이에요."
985,985,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
986,986,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
987,987,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
988,988,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 요리 하려고 해요."
989,989,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
990,990,일반대화,"오늘은 조용한 하루였어요?
네, 정말 바빴어요."
991,991,일반대화,"다음에 드라마 같이 볼래요?
네, 로맨스 장르 좋아해요."
992,992,일반대화,"최근에 다녀온 여행 어땠어요?
정말 편안했어요."
993,993,일반대화,"이제 곧 휴일이네요. 특별한 계획은요?
네, 영화 보기 하려고 해요."
994,994,일반대화,"저녁에 뭐 드실 건가요?
양식 생각 중이에요."
995,995,일반대화,"오늘은 바쁜 하루였어요?
네, 정말 바빴어요."
996,996,일반대화,"다음에 드라마 같이 볼래요?
네, 액션 장르 좋아해요."
